employee_id,age,gender,education,department,job_role,monthly_salary,years_at_company,years_in_current_role,performance_score,job_satisfaction,work_life_balance,overtime,distance_from_home_km,num_projects_last_year,training_hours_last_year,num_promotions,last_promotion_years_ago,stock_option_level,relationship_satisfaction,environment_satisfaction,attrition
EMP05793,32,Male,Master,R&D,Role_44,87678,8,1,4.9,4.5,4,Yes,3,1,21,2,3,1,3,2,Yes
EMP05794,31,Other,Bachelor,Marketing,Role_34,69052,1,1,3.8,2.2,4,No,5,4,53,0,0,2,4,4,No
EMP05795,37,Female,Master,Legal,Role_24,91864,4,3,4.0,4.1,2,No,7,6,42,1,0,1,3,2,No
EMP05796,31,Male,Bachelor,Legal,Role_29,76515,3,0,3.0,3.3,3,Yes,2,4,5,0,1,1,4,2,No
EMP05797,30,Female,PhD,Operations,Role_49,99058,8,4,4.1,3.9,3,No,25,6,46,0,0,0,4,4,No
EMP05798,42,Female,Master,Legal,Role_5,109017,5,0,3.3,2.5,2,No,19,3,43,0,0,1,3,1,No
EMP05799,27,Male,Master,Sales,Role_45,71931,5,5,3.6,4.3,2,No,11,2,46,0,2,0,3,3,No
EMP05800,29,Male,Bachelor,Engineering,Role_4,79542,2,2,3.3,3.1,2,No,1,5,40,0,0,0,1,4,No
EMP05801,29,Male,Master,HR,Role_12,76385,1,1,3.7,1.7,3,No,3,6,72,0,1,0,3,3,No
EMP05802,37,Male,High School,Legal,Role_35,63982,11,5,3.5,3.8,4,No,5,3,33,0,0,0,2,4,No
EMP05803,38,Female,Bachelor,Sales,Role_49,83196,2,1,3.4,3.8,3,Yes,16,6,42,0,1,0,2,3,No
EMP05804,26,Other,Bachelor,HR,Role_34,53008,4,2,3.1,1.9,3,No,8,3,70,0,3,0,4,3,No
EMP05805,44,Female,Bachelor,Marketing,Role_12,69882,10,9,4.3,3.1,3,Yes,3,5,35,2,0,0,1,4,No
EMP05806,43,Female,Bachelor,Engineering,Role_4,111927,1,1,4.4,1.3,3,No,10,4,32,0,1,1,1,3,No
EMP05807,44,Male,Master,Operations,Role_48,84399,14,1,3.1,2.8,4,Yes,8,2,20,0,0,3,3,4,No
EMP05808,35,Other,Bachelor,Sales,Role_35,83508,8,2,3.1,4.0,3,No,1,5,52,0,0,1,4,3,No
EMP05809,43,Other,High School,R&D,Role_41,76112,4,3,3.6,2.3,4,No,23,4,48,0,0,0,3,3,Yes
EMP05810,46,Male,Master,Operations,Role_32,81367,0,0,3.4,2.7,4,Yes,2,2,62,0,0,2,4,3,No
EMP05811,52,Female,PhD,Operations,Role_45,111614,7,1,4.3,5.0,2,Yes,2,8,24,2,1,0,4,3,No
EMP05812,41,Male,Bachelor,Engineering,Role_32,88856,3,0,2.8,2.0,4,Yes,6,2,46,0,2,2,4,4,No
EMP05813,22,Male,High School,Marketing,Role_28,43183,0,0,2.2,4.3,3,No,12,9,26,0,0,1,2,4,No
EMP05814,37,Male,PhD,Sales,Role_13,118919,0,0,3.9,3.6,3,No,2,4,29,0,0,0,3,4,No
EMP05815,31,Female,PhD,R&D,Role_27,100797,1,1,2.6,4.1,3,Yes,1,4,56,0,0,1,4,1,No
EMP05816,35,Female,High School,Engineering,Role_48,74368,3,1,3.6,3.1,3,No,21,5,49,0,3,0,3,3,No
EMP05817,28,Male,Master,Engineering,Role_28,108448,1,1,3.2,1.7,2,No,3,7,26,0,0,2,3,3,Yes
EMP05818,55,Male,Bachelor,R&D,Role_8,112486,2,2,3.5,1.9,2,Yes,1,2,47,0,1,0,1,1,No
EMP05819,34,Female,Master,R&D,Role_29,103479,4,2,3.7,4.5,4,No,5,4,14,1,1,0,3,4,No
EMP05820,43,Female,Bachelor,R&D,Role_27,99366,0,0,3.5,1.8,2,Yes,23,3,54,0,0,0,3,3,Yes
EMP05821,61,Female,Master,Legal,Role_42,109009,5,3,2.7,3.5,3,Yes,6,1,11,0,1,0,4,3,No
EMP05822,28,Male,Bachelor,Marketing,Role_7,74503,6,6,3.7,1.7,4,No,2,3,29,2,2,0,4,3,No
EMP05823,42,Female,Master,Legal,Role_26,91414,2,0,3.6,3.2,4,No,18,6,53,0,0,0,4,4,No
EMP05824,45,Female,Bachelor,Operations,Role_8,65976,19,2,3.4,1.3,2,No,19,5,60,1,2,0,4,4,No
EMP05825,28,Male,Master,Sales,Role_31,71250,3,2,4.3,2.6,2,No,19,1,18,1,2,0,4,3,No
EMP05826,35,Female,Bachelor,R&D,Role_30,85199,11,0,3.5,2.5,4,Yes,5,2,37,1,3,2,4,4,No
EMP05827,40,Male,Master,Engineering,Role_27,98660,0,0,3.7,2.9,3,No,22,3,6,0,0,1,2,2,No
EMP05828,34,Female,Master,HR,Role_13,77832,0,0,3.5,5.0,2,No,14,5,20,0,0,3,2,3,No
EMP05829,45,Female,Master,R&D,Role_25,105006,0,0,3.8,5.0,3,No,20,7,18,0,0,2,1,3,No
EMP05830,30,Male,Master,Legal,Role_14,82589,1,1,3.6,3.7,2,No,7,5,38,0,0,1,2,3,No
EMP05831,34,Female,Bachelor,Operations,Role_1,73555,1,0,3.9,3.2,4,Yes,9,4,0,0,1,0,3,2,No
EMP05832,29,Male,High School,Operations,Role_10,56416,4,4,3.0,1.8,4,Yes,3,1,45,1,4,1,1,3,Yes
EMP05833,46,Male,Master,HR,Role_40,77311,13,1,3.9,3.7,3,No,4,3,63,4,4,0,4,4,No
EMP05834,39,Female,PhD,Sales,Role_12,117886,2,2,3.8,3.6,3,No,6,2,44,0,1,2,4,3,No
EMP05835,44,Male,Bachelor,Engineering,Role_4,93629,6,6,4.2,3.1,3,Yes,9,6,41,2,5,1,4,4,No
EMP05836,22,Female,High School,Engineering,Role_24,52914,0,0,2.8,4.9,2,No,14,5,58,0,0,2,4,2,No
EMP05837,37,Female,Master,R&D,Role_18,108462,14,0,4.1,2.5,2,No,14,7,25,0,0,1,4,4,No
EMP05838,33,Male,High School,Sales,Role_11,67929,1,0,3.4,2.5,2,Yes,1,3,31,0,1,0,4,2,No
EMP05839,53,Female,Bachelor,Legal,Role_34,102308,0,0,2.7,2.7,3,Yes,9,3,56,0,0,0,2,3,Yes
EMP05840,23,Male,Bachelor,Legal,Role_35,72261,1,0,4.1,3.1,3,Yes,6,3,41,0,1,1,2,4,No
EMP05841,22,Male,Bachelor,Legal,Role_32,66940,0,0,3.7,1.5,3,No,4,6,36,0,0,1,4,3,Yes
EMP05842,37,Female,PhD,Sales,Role_44,110295,0,0,3.5,2.6,4,No,15,3,56,0,0,3,3,3,No
EMP05843,44,Female,Bachelor,Marketing,Role_35,82937,15,5,4.4,1.1,3,Yes,14,10,0,2,4,0,3,1,No
EMP05844,34,Female,High School,HR,Role_23,47566,1,1,3.0,3.0,4,Yes,3,3,33,0,1,0,4,3,No
EMP05845,56,Male,Master,Sales,Role_32,118163,6,3,3.9,3.6,3,No,6,6,55,0,0,2,4,4,No
EMP05846,41,Other,PhD,Operations,Role_24,86928,6,4,4.0,2.3,3,No,13,4,54,1,0,0,3,2,No
EMP05847,50,Female,High School,Marketing,Role_11,64773,8,1,2.7,4.5,4,No,28,2,31,0,1,0,1,3,No
EMP05848,22,Male,Bachelor,Marketing,Role_29,60336,0,0,4.0,2.6,3,Yes,14,3,20,0,0,1,3,1,No
EMP05849,36,Female,Master,Marketing,Role_4,79163,6,0,3.9,2.9,4,Yes,4,2,52,0,0,0,4,3,No
EMP05850,40,Male,Master,HR,Role_6,69106,4,4,3.3,4.4,2,No,8,7,43,1,3,1,4,3,No
EMP05851,43,Male,Master,Marketing,Role_43,87883,5,0,3.3,3.9,2,Yes,17,2,74,0,0,1,2,4,No
EMP05852,25,Female,Master,Operations,Role_28,71892,3,3,3.6,3.4,1,No,9,5,0,0,3,1,3,2,No
EMP05853,33,Male,Bachelor,Sales,Role_21,77741,5,0,4.2,4.4,3,No,55,5,21,1,5,1,2,4,No
EMP05854,52,Male,Bachelor,Operations,Role_22,83161,2,1,2.6,3.4,2,Yes,3,6,49,0,0,3,4,1,No
EMP05855,22,Female,Bachelor,Finance,Role_24,73277,0,0,3.0,4.0,3,Yes,3,2,75,0,0,0,3,3,No
EMP05856,46,Male,Master,Operations,Role_21,77751,13,0,4.8,2.7,4,No,3,4,77,4,0,2,2,4,No
EMP05857,48,Male,High School,Finance,Role_34,85347,2,1,3.6,3.9,3,No,6,5,48,0,2,1,4,2,No
EMP05858,39,Male,Bachelor,HR,Role_11,62693,2,2,3.8,4.0,2,Yes,4,6,22,0,0,0,4,3,No
EMP05859,30,Male,Bachelor,HR,Role_17,54917,1,1,3.2,2.5,3,No,5,6,31,0,1,2,2,3,No
EMP05860,36,Female,Master,HR,Role_4,71529,9,0,3.0,3.3,2,No,19,3,42,1,3,3,4,2,No
EMP05861,46,Male,High School,Operations,Role_17,60683,3,0,3.0,3.3,4,No,10,3,49,1,0,1,4,3,No
EMP05862,24,Male,Bachelor,Finance,Role_41,70506,2,0,3.0,2.6,2,Yes,3,3,57,0,2,0,2,4,Yes
EMP05863,39,Male,Bachelor,HR,Role_21,63777,2,2,3.9,1.9,3,No,10,4,31,0,2,0,2,4,No
EMP05864,40,Male,Bachelor,R&D,Role_46,91662,6,0,3.5,5.0,4,No,46,7,68,0,2,0,1,4,No
EMP05865,49,Male,Bachelor,Marketing,Role_24,94320,3,1,3.5,2.5,3,No,3,5,57,1,0,0,2,3,No
EMP05866,44,Male,Bachelor,Engineering,Role_44,90719,2,1,4.0,4.3,1,Yes,21,1,26,0,2,2,3,4,No
EMP05867,29,Female,PhD,Marketing,Role_36,86868,6,2,4.3,3.4,3,No,8,6,50,1,1,0,3,3,No
EMP05868,22,Female,Master,Finance,Role_38,97290,0,0,3.1,4.0,4,Yes,7,7,50,0,0,2,1,3,Yes
EMP05869,49,Male,Bachelor,Legal,Role_31,82869,0,0,3.5,2.5,2,No,7,7,28,0,0,1,4,4,Yes
EMP05870,27,Male,Bachelor,Finance,Role_38,78163,0,0,4.2,3.5,4,No,37,4,27,0,0,3,3,3,No
EMP05871,33,Female,Master,Finance,Role_6,101367,11,0,2.4,2.5,3,No,6,1,0,0,1,0,3,4,No
EMP05872,22,Other,Master,Operations,Role_33,77353,0,0,2.9,4.0,3,Yes,21,7,55,0,0,1,4,2,No
EMP05873,38,Male,PhD,HR,Role_22,90031,12,5,4.1,4.2,1,No,4,4,25,2,2,2,4,4,No
EMP05874,36,Male,Bachelor,R&D,Role_36,81083,5,1,2.9,3.1,3,No,5,3,12,1,0,1,4,4,No
EMP05875,46,Female,Bachelor,R&D,Role_49,104477,4,2,3.5,4.2,4,No,12,3,53,1,2,0,3,3,No
EMP05876,29,Male,Master,Legal,Role_41,88608,5,5,4.2,4.3,4,Yes,3,3,34,0,1,2,2,3,No
EMP05877,37,Female,Bachelor,Legal,Role_30,88679,4,0,4.1,1.3,3,No,10,5,16,1,0,2,3,3,Yes
EMP05878,38,Male,High School,Operations,Role_3,57788,1,1,3.5,4.3,3,Yes,17,1,77,0,0,0,4,4,No
EMP05879,44,Male,Master,Finance,Role_14,110489,4,3,3.6,3.1,2,No,4,1,61,0,3,3,3,3,No
EMP05880,34,Female,High School,Sales,Role_15,67983,5,0,3.9,4.3,3,Yes,20,2,0,1,0,0,4,3,No
EMP05881,34,Male,High School,Sales,Role_26,65567,3,0,3.3,3.8,3,No,14,7,25,1,1,3,4,2,No
EMP05882,26,Female,Bachelor,Operations,Role_10,70460,4,0,3.4,2.4,4,Yes,5,2,28,0,1,1,4,1,No
EMP05883,55,Male,PhD,Legal,Role_45,110768,3,0,3.5,2.5,3,No,1,1,35,0,0,2,1,3,Yes
EMP05884,38,Other,Master,Operations,Role_45,79491,0,0,3.7,3.1,3,Yes,17,6,4,0,0,2,1,2,No
EMP05885,39,Male,High School,Marketing,Role_48,67359,3,3,3.2,3.5,2,No,14,2,33,1,0,0,2,3,No
EMP05886,33,Female,High School,Marketing,Role_39,67157,3,3,3.7,1.3,3,No,1,3,32,1,3,1,3,2,No
EMP05887,30,Male,Master,Legal,Role_33,80785,8,0,3.6,3.1,4,No,6,2,81,1,7,1,2,3,No
EMP05888,50,Female,Master,Operations,Role_11,95701,4,2,2.8,2.9,1,No,1,6,0,1,2,2,1,2,Yes
EMP05889,56,Female,Bachelor,Engineering,Role_36,119713,17,0,3.3,3.4,2,No,2,2,49,0,0,0,4,2,Yes
EMP05890,22,Male,Bachelor,Legal,Role_25,60142,0,0,2.2,2.6,2,No,1,6,27,0,0,0,3,4,No
EMP05891,40,Male,Master,Operations,Role_47,80597,0,0,2.9,2.9,4,Yes,31,4,29,0,0,0,3,3,No
EMP05892,36,Female,High School,Sales,Role_10,67938,4,4,2.8,1.8,2,No,3,6,20,1,4,1,2,3,No
EMP05893,35,Male,Master,R&D,Role_20,87015,1,0,3.3,2.8,3,Yes,11,2,47,0,1,0,1,3,No
EMP05894,49,Female,Bachelor,Marketing,Role_43,78391,2,2,3.0,3.0,4,No,7,7,53,0,1,0,4,4,No
EMP05895,43,Female,High School,Finance,Role_40,73322,3,3,2.1,3.5,3,No,6,1,67,1,1,2,3,1,No
EMP05896,31,Male,High School,Engineering,Role_46,79510,1,1,3.2,4.9,4,Yes,1,6,44,0,1,0,1,4,No
EMP05897,47,Female,Bachelor,Engineering,Role_38,95480,24,0,4.5,3.3,3,No,4,1,55,1,0,1,2,2,No
EMP05898,31,Other,Master,Sales,Role_36,84840,9,4,3.4,1.1,4,No,3,6,12,1,2,0,3,3,No
EMP05899,53,Female,Master,Finance,Role_6,124654,3,0,2.7,1.8,2,No,4,3,26,0,0,3,4,3,No
EMP05900,32,Other,PhD,HR,Role_47,79249,1,1,3.4,3.8,4,Yes,10,4,55,0,0,1,3,4,No
EMP05901,42,Male,Master,Legal,Role_6,92946,9,1,3.2,2.7,3,No,3,8,51,0,0,2,4,4,No
EMP05902,31,Female,Bachelor,R&D,Role_48,76336,9,2,2.7,3.1,4,No,8,3,48,0,1,0,4,2,No
EMP05903,37,Male,Master,R&D,Role_19,104511,1,1,4.3,1.8,3,No,2,3,66,0,1,0,3,3,No
EMP05904,24,Male,High School,R&D,Role_3,57816,2,2,3.5,3.0,3,No,3,3,32,0,0,2,3,2,No
EMP05905,32,Male,High School,Sales,Role_33,69346,1,0,3.1,2.4,3,Yes,34,1,46,0,1,2,3,1,No
EMP05906,50,Female,High School,HR,Role_24,72604,12,0,3.9,3.4,2,Yes,27,9,55,0,0,1,4,4,No
EMP05907,35,Female,High School,Finance,Role_13,63949,10,8,3.9,3.3,4,No,11,3,29,3,0,0,2,2,No
EMP05908,22,Female,Bachelor,HR,Role_15,58325,0,0,3.5,3.7,3,No,6,4,56,0,0,0,3,3,Yes
EMP05909,37,Female,Bachelor,Finance,Role_24,80832,7,1,3.9,3.1,4,No,7,3,56,1,3,2,2,3,No
EMP05910,53,Female,Master,Marketing,Role_49,95543,2,0,3.4,2.8,2,Yes,3,2,40,0,1,1,2,3,No
EMP05911,30,Female,Bachelor,R&D,Role_11,89607,8,1,3.2,2.7,4,No,2,5,33,0,0,0,4,3,Yes
EMP05912,22,Female,Master,Marketing,Role_21,70597,0,0,3.2,5.0,4,No,17,3,37,0,0,0,1,1,No
EMP05913,45,Female,Master,Engineering,Role_16,127949,3,0,2.9,2.8,4,Yes,11,3,38,0,1,1,3,2,Yes
EMP05914,53,Male,PhD,Finance,Role_12,122097,3,3,4.0,2.6,3,No,15,2,48,1,0,0,4,3,No
EMP05915,40,Male,Master,R&D,Role_12,97288,5,2,3.5,2.3,1,Yes,2,3,46,1,1,0,2,3,No
EMP05916,42,Female,Master,Finance,Role_21,110302,9,2,3.7,3.1,4,No,10,3,11,0,2,1,3,4,No
EMP05917,30,Male,High School,HR,Role_15,45936,2,2,3.4,3.1,1,No,9,4,67,0,2,0,4,3,No
EMP05918,34,Female,Bachelor,R&D,Role_10,89256,0,0,3.6,3.2,4,No,1,2,15,0,0,0,3,4,No
EMP05919,28,Female,Master,Legal,Role_20,79063,1,1,3.6,3.6,3,Yes,6,2,49,0,0,1,4,4,No
EMP05920,32,Female,Master,Marketing,Role_40,93501,10,4,3.0,1.9,3,No,13,5,47,2,1,0,3,4,No
EMP05921,40,Female,Bachelor,Sales,Role_35,78684,4,3,3.7,1.7,3,No,3,3,67,0,4,2,3,4,No
EMP05922,45,Male,Master,HR,Role_47,73822,1,1,3.9,4.1,4,No,18,2,67,0,1,2,3,4,No
EMP05923,22,Male,Bachelor,Engineering,Role_31,87251,0,0,3.6,3.5,3,No,6,3,21,0,0,3,3,2,No
EMP05924,64,Female,Master,Legal,Role_21,127192,9,5,3.4,3.6,3,No,22,9,28,1,0,1,1,4,No
EMP05925,34,Female,Master,Operations,Role_27,77550,12,3,3.0,4.1,2,No,2,5,12,0,4,3,2,4,No
EMP05926,42,Female,Bachelor,Marketing,Role_44,87070,9,2,3.5,2.1,3,No,7,2,22,1,0,0,2,3,No
EMP05927,27,Female,PhD,HR,Role_29,73835,3,3,3.8,2.5,3,No,3,1,48,0,1,0,2,2,No
EMP05928,37,Female,PhD,Marketing,Role_27,99563,15,0,4.2,2.4,3,Yes,23,3,13,0,0,3,3,3,No
EMP05929,45,Male,Bachelor,Marketing,Role_46,91119,9,7,3.9,3.4,4,Yes,9,2,26,0,0,2,4,2,No
EMP05930,22,Other,Master,HR,Role_38,63590,0,0,3.1,2.5,4,No,18,4,56,0,0,2,3,3,No
EMP05931,45,Male,Bachelor,Finance,Role_42,81529,2,2,3.0,1.4,3,Yes,1,3,59,0,2,1,1,4,No
EMP05932,35,Male,PhD,R&D,Role_49,133836,6,0,3.3,2.3,4,No,1,3,41,2,1,1,3,3,No
EMP05933,54,Male,High School,Marketing,Role_16,81067,0,0,2.9,2.8,1,No,7,5,15,0,0,1,4,3,No
EMP05934,33,Male,PhD,Operations,Role_28,89619,4,2,3.4,2.0,3,No,1,3,27,1,2,0,3,3,No
EMP05935,39,Female,Master,Engineering,Role_35,102438,5,0,3.1,3.1,3,No,4,5,28,1,2,0,4,3,No
EMP05936,35,Male,Bachelor,HR,Role_35,71378,13,3,3.3,2.6,3,No,4,4,48,0,3,0,1,2,No
EMP05937,27,Female,Master,Finance,Role_31,92915,4,2,2.9,2.8,3,No,7,6,14,1,0,0,4,4,No
EMP05938,33,Female,Master,HR,Role_5,79249,10,8,3.2,3.5,4,No,4,5,50,3,0,1,2,3,No
EMP05939,36,Male,Bachelor,Engineering,Role_43,91976,3,3,3.6,4.1,3,No,2,2,93,1,2,0,3,4,No
EMP05940,39,Other,Master,Marketing,Role_13,99762,2,0,3.8,3.8,2,Yes,14,6,50,0,1,0,4,2,No
EMP05941,24,Male,Master,Engineering,Role_15,95808,2,2,3.1,1.0,4,No,9,4,6,0,2,0,3,4,No
EMP05942,22,Male,Bachelor,Finance,Role_16,74429,0,0,2.8,2.7,4,No,2,3,54,0,0,1,4,1,Yes
EMP05943,57,Male,PhD,Sales,Role_17,107475,2,2,4.1,2.2,3,No,15,3,42,0,1,0,3,4,No
EMP05944,42,Male,High School,HR,Role_29,62400,0,0,3.6,1.8,4,No,6,2,26,0,0,2,4,3,No
EMP05945,36,Female,Master,R&D,Role_21,94768,6,6,4.0,1.0,3,No,50,5,50,2,0,2,2,2,No
EMP05946,37,Female,PhD,Sales,Role_38,101752,4,1,3.8,1.4,2,No,1,1,61,0,3,0,2,2,No
EMP05947,52,Female,Master,Finance,Role_14,128351,5,5,2.6,4.7,3,No,10,3,33,0,2,1,4,3,No
EMP05948,26,Male,Master,Operations,Role_25,65476,2,2,4.2,4.5,3,No,14,4,53,0,2,0,4,4,No
EMP05949,44,Female,Bachelor,Engineering,Role_23,105451,2,2,3.7,3.5,3,Yes,1,8,32,0,2,1,2,1,No
EMP05950,33,Female,Master,Operations,Role_7,88628,4,4,3.2,2.2,2,Yes,12,6,16,1,1,1,3,4,Yes
EMP05951,53,Male,Bachelor,HR,Role_4,89691,12,0,3.9,3.3,4,No,12,8,47,1,1,2,3,4,No
EMP05952,51,Female,Master,Finance,Role_36,106885,13,0,3.8,1.5,2,No,11,3,33,1,0,0,2,3,No
EMP05953,44,Female,Bachelor,Finance,Role_6,84736,10,0,4.0,3.2,3,Yes,26,4,3,3,0,0,4,4,No
EMP05954,30,Other,High School,R&D,Role_11,62507,8,1,3.6,4.4,3,No,10,2,60,1,1,2,3,2,No
EMP05955,37,Female,PhD,Finance,Role_32,115524,2,0,3.1,4.0,2,Yes,27,8,71,0,1,2,2,3,No
EMP05956,34,Female,Bachelor,Operations,Role_30,73532,4,0,3.9,3.0,3,No,18,5,53,1,1,3,3,4,No
EMP05957,22,Male,Bachelor,Operations,Role_33,55078,0,0,3.3,2.9,3,No,9,4,39,0,0,2,3,4,No
EMP05958,44,Other,PhD,Legal,Role_2,115615,3,1,3.6,4.1,2,No,1,6,28,1,0,0,1,4,No
EMP05959,44,Male,High School,Operations,Role_13,66260,1,0,3.2,3.4,4,No,11,5,39,0,0,1,4,2,No
EMP05960,31,Other,Master,Legal,Role_14,98101,7,4,4.1,2.9,4,No,7,2,12,1,1,0,3,3,No
EMP05961,28,Male,Bachelor,HR,Role_6,64410,6,1,3.7,3.3,3,Yes,35,2,64,0,0,1,1,2,No
EMP05962,24,Other,Bachelor,Finance,Role_14,82224,2,2,3.3,1.5,3,No,1,3,51,0,0,1,1,4,Yes
EMP05963,40,Male,Master,R&D,Role_38,99383,0,0,2.4,3.0,2,No,1,10,41,0,0,0,4,3,No
EMP05964,37,Female,High School,Engineering,Role_21,78842,6,0,2.9,4.4,3,No,14,1,59,1,0,2,4,4,No
EMP05965,22,Male,Master,R&D,Role_39,89085,0,0,3.7,1.8,1,No,5,3,65,0,0,2,3,4,No
EMP05966,35,Female,High School,Sales,Role_7,56463,2,2,4.2,2.7,3,Yes,3,3,33,0,1,2,3,2,No
EMP05967,33,Male,PhD,Marketing,Role_20,94939,2,0,3.7,4.0,4,Yes,1,4,40,0,1,0,3,3,No
EMP05968,39,Male,Bachelor,Engineering,Role_31,103649,8,3,4.0,3.9,3,Yes,4,3,4,1,0,0,4,2,No
EMP05969,41,Male,Master,HR,Role_33,79366,3,2,4.2,3.1,3,No,6,3,66,1,3,3,1,3,No
EMP05970,35,Female,Bachelor,Operations,Role_41,60588,6,3,4.0,3.6,3,No,63,6,74,0,0,1,4,3,No
EMP05971,29,Male,PhD,Operations,Role_49,76713,7,4,3.6,2.5,2,No,2,2,81,1,0,0,2,2,No
EMP05972,49,Male,PhD,R&D,Role_22,121750,1,0,4.1,3.0,3,No,11,3,36,0,1,2,1,4,No
EMP05973,37,Female,Bachelor,Operations,Role_16,62452,7,1,3.3,4.2,2,No,1,1,62,0,0,2,3,1,No
EMP05974,47,Male,Bachelor,Marketing,Role_2,77990,2,2,3.3,2.8,3,Yes,14,6,49,0,2,1,3,3,No
EMP05975,31,Other,Master,HR,Role_7,75544,0,0,3.7,2.7,2,Yes,8,2,34,0,0,1,2,3,No
EMP05976,44,Female,Bachelor,HR,Role_27,75083,11,0,3.8,3.9,3,No,36,2,78,1,2,0,3,4,No
EMP05977,35,Female,Master,Marketing,Role_28,77050,1,1,3.3,3.9,3,Yes,1,1,61,0,0,1,2,2,No
EMP05978,50,Male,Master,Sales,Role_23,88040,3,3,3.3,2.8,3,No,11,4,35,1,2,1,3,3,No
EMP05979,33,Female,High School,R&D,Role_15,61617,6,5,2.7,4.1,3,Yes,28,5,53,0,1,0,3,1,No
EMP05980,54,Male,Bachelor,R&D,Role_40,117236,4,4,3.5,2.2,2,Yes,24,2,23,1,4,1,4,3,Yes
EMP05981,37,Male,Master,Sales,Role_34,94402,0,0,3.9,4.3,3,No,3,5,39,0,0,0,4,4,No
EMP05982,43,Male,Master,Engineering,Role_7,107642,6,6,3.2,3.6,3,No,7,4,40,1,0,2,1,3,No
EMP05983,51,Female,Master,Legal,Role_30,109253,0,0,2.8,4.4,4,Yes,3,3,35,0,0,0,2,1,No
EMP05984,53,Female,Master,Sales,Role_28,106422,4,0,4.0,2.7,1,No,3,4,17,0,0,0,4,2,No
EMP05985,31,Male,Bachelor,Engineering,Role_13,95388,6,2,3.5,3.6,1,No,5,5,26,0,2,0,4,4,No
EMP05986,53,Female,Master,Finance,Role_20,123134,1,0,3.8,2.4,3,No,6,4,15,0,1,0,3,2,No
EMP05987,24,Female,Master,Sales,Role_28,87362,2,0,2.8,2.6,4,No,9,7,35,0,1,2,4,4,No
EMP05988,31,Female,Master,Sales,Role_25,82061,9,1,3.6,2.6,4,No,12,2,26,2,9,0,1,3,No
EMP05989,32,Female,Bachelor,Sales,Role_15,77095,0,0,3.8,4.6,2,No,24,2,36,0,0,0,3,4,No
EMP05990,27,Male,Bachelor,Finance,Role_7,69501,5,0,3.8,3.4,3,No,34,6,61,0,0,0,4,3,No
EMP05991,22,Male,Master,Engineering,Role_18,90616,0,0,4.4,3.6,4,Yes,9,4,41,0,0,0,2,3,No
EMP05992,34,Male,High School,HR,Role_2,60198,2,0,3.1,3.7,3,No,6,8,27,0,2,0,1,3,No
EMP05993,31,Female,Bachelor,HR,Role_2,60482,2,2,3.3,3.6,3,Yes,12,5,46,0,0,3,4,4,Yes
EMP05994,30,Male,PhD,Sales,Role_49,105915,8,3,3.6,3.8,4,Yes,2,5,30,1,2,1,3,4,No
EMP05995,41,Male,High School,Operations,Role_31,66387,4,0,3.1,4.6,3,No,28,9,15,0,2,2,2,3,No
EMP05996,44,Other,High School,Finance,Role_33,73048,2,2,2.5,4.8,3,Yes,12,7,6,0,2,1,3,4,No
EMP05997,31,Female,Master,HR,Role_27,74867,2,0,2.6,1.8,3,No,7,5,49,0,1,0,3,3,No
EMP05998,44,Male,Bachelor,Finance,Role_32,86234,7,7,4.0,4.5,3,No,4,1,52,0,0,2,3,3,No
EMP05999,42,Female,Master,Finance,Role_9,109201,14,3,4.5,3.1,2,No,11,4,62,0,2,0,3,3,No
EMP06000,44,Male,Bachelor,R&D,Role_18,93852,3,2,3.1,3.7,3,No,8,3,71,0,3,0,4,2,No
EMP06001,26,Female,Bachelor,Finance,Role_5,70078,4,1,4.4,1.9,3,No,14,5,25,0,1,2,3,3,No
EMP06002,38,Male,High School,HR,Role_21,63433,5,0,3.4,3.9,3,No,7,5,41,0,1,1,4,2,No
EMP06003,49,Female,Bachelor,Finance,Role_44,96898,4,2,3.0,3.6,3,Yes,1,2,0,1,0,2,1,4,No
EMP06004,32,Female,Bachelor,Sales,Role_39,83872,2,2,3.0,2.8,1,No,36,2,59,0,0,0,1,4,Yes
EMP06005,38,Female,Bachelor,Sales,Role_44,89695,3,1,3.4,3.7,4,No,3,2,18,1,0,0,2,1,No
EMP06006,41,Male,Bachelor,Finance,Role_49,97747,6,6,4.2,2.5,4,No,7,1,69,1,2,1,4,3,No
EMP06007,57,Male,Bachelor,Operations,Role_48,80840,0,0,3.6,1.9,4,No,14,3,35,0,0,1,3,2,No
EMP06008,45,Male,Bachelor,Marketing,Role_32,71901,2,2,3.6,3.5,3,No,5,1,62,0,2,0,4,3,No
EMP06009,32,Female,High School,Operations,Role_24,48207,0,0,1.9,3.9,2,Yes,23,4,49,0,0,0,3,3,Yes
EMP06010,37,Male,Master,Legal,Role_39,106907,2,2,4.4,2.6,3,No,23,5,19,0,2,1,4,3,No
EMP06011,53,Female,Master,HR,Role_33,80195,1,0,2.3,3.1,3,No,28,8,55,0,1,3,3,2,No
EMP06012,28,Female,Bachelor,R&D,Role_47,89828,0,0,3.8,2.9,2,No,5,1,38,0,0,2,4,3,No
EMP06013,29,Male,Bachelor,HR,Role_46,54970,7,0,2.9,4.1,2,No,2,3,30,0,3,0,2,3,No
EMP06014,32,Female,High School,Operations,Role_27,50656,1,1,3.0,4.5,3,Yes,7,5,13,0,1,2,2,3,Yes
EMP06015,36,Female,Master,Sales,Role_11,90726,1,1,3.7,3.7,3,No,2,9,16,0,1,2,2,4,No
